v1,v2,Unnamed: 2,Unnamed: 3,Unnamed: 4,CATEGORY-ENCODED
ham,hello ucal wen u finish wrki fanci meetin wiv u tonit need break dabook 4 hr last nite2 today wrk,,,,0
ham,r u sam p eachoth meet go 2 hous,,,,0
ham,yeah lol luckili didnt star role like,,,,0
ham,hello madam,,,,0
ham,awesom text your restock,,,,0
ham,usualiam fine happi amp well,,,,0
spam,knock knock txt whose 80082 enter r weekli draw 4 å£250 gift voucher 4 store yr choic tc wwwtklscom age16 stoptxtstopå£150week,,,,1
ham,ye innoc fun,,,,0
ham,thank send mental abil question,,,,0
ham,sir hope day go smoothli realli hope wont bother bill cant settl month extra cash know challeng time also let know,,,,0
ham,2marrow wed ltgt 2 aha,,,,0
ham,went ur hon lab one,,,,0
ham,cant pick phone right pl send messag,,,,0
ham,hey pple700 900 5 nightsexcel locat wif breakfast hamper,,,,0
spam,forward 21870000hi mailbox messag sm alert 40 match pleas call back 09056242159 retriev messag match cc100pmin,,,,1
ham,come,,,,0
ham,lol nah wasnt bad thank good b home quit realiti check how ur day u anyth websit,,,,0
ham,ok lor,,,,0
ham,im come home 4 dinner,,,,0
ham,daal r ltgt,,,,0
spam,free ring tone text poli 87131 everi week get new tone 0870737910216yr å£150wk,,,,1
ham,unni thank dear rechargerakhesh,,,,0
ham,know im lack particular dramastorm detail part im worri,,,,0
ham,haha cant tmr forfeit haha,,,,0
ham,hey glad u r better hear u treat urself digi cam good r 9pm fab new year c u coupla wk,,,,0
ham,way im go back,,,,0
spam,urgent mobil 077xxx å£2000 bonu caller prize 020603 2nd attempt reach call 09066362206 asap box97n7qp 150ppm,,,,1
ham,cal sir meet,,,,0
ham,that love hear v see sundayish,,,,0
ham,sorri da thangam sorri held prasad,,,,0
ham,tiwari rcbbattl bang kochi,,,,0
ham,thank god bed,,,,0
ham,dont cancer mom make big deal regular checkup aka pap smear,,,,0
ham,gobi art colleg,,,,0
ham,want talk,,,,0
ham,pandi join 4w technolog todayh got job,,,,0
spam,guarante latest nokia phone 40gb ipod mp3 player å£500 prize txt word collect 83355 ibhltd ldnw15h 150pmtmsgrcvd18,,,,1
ham,tri get lost fact tee hee,,,,0
ham,hi spoke maneesha v wed like know satisfi experi repli toll free ye,,,,0
ham,friend use call,,,,0
ham,sorri ill call later,,,,0
ham,em olowoyey uscedu great time argentina sad secretari everyth bless,,,,0
ham,taxt massagetiepo argh ok lool,,,,0
ham,hi pleas get ltgt dollar loan ill pay back mid februari pl,,,,0
ham,might want pull case plan spend dont much confid derek taylor money manag,,,,0
ham,like shake booti danc floor,,,,0
ham,text get dont call phone problem,,,,0
ham,need drug anymor,,,,0
ham,sorri dai thought call lot timeslil busyi call noon,,,,0
ham,sarcasm nt scarcasim,,,,0
ham,great run ttyl,,,,0
ham,feel like tri kadeem v,,,,0
ham,dai ltgt naal eruku,,,,0
ham,yet chikkuwat abt u,,,,0
ham,ok,,,,0
ham,want final lunch today,,,,0
ham,know dad back,,,,0
spam,hello darl today would love chat dont tell look like sexi,,,,1
spam,8007 free 1st week no1 nokia tone 4 ur mob everi week txt nokia 8007 get txting tell ur mate wwwgetzedcouk pobox 36504 w4 5wq norm 150ptone 16,,,,1
ham,remain bro amongst bro,,,,0
ham,r u meet da ge nite tmr,,,,0
ham,nice day impress sensibl went home earli feel fine bore when cant rememb,,,,0
ham,de look good,,,,0
spam,wan na get laid 2nite want real dog locat sent direct ur mobil join uk largest dog network txt park 69696 nyt ec2a 3lp å£150msg,,,,1
spam,tri contact respons offer new nokia fone camcord hit repli call 08000930705 deliveri,,,,1
ham,ye repli mail im go manag offic later plu bank later alsoor wednesday,,,,0
ham,that cool ill come like ltgt ish,,,,0
ham,super msg danalla time,,,,0
ham,good afternoon boytoy feel today better hope good boy obedi slave pleas queen,,,,0
ham,6 ft good combin,,,,0
ham,im sick im needi want pout stomp feet pout stomp feet want slave want,,,,0
ham,train back northampton im afraid,,,,0
ham,abj serv stay dad alon,,,,0
ham,playng 9 door game gt race phone lol,,,,0
spam,new tone week includ 1mcflyall ab 2 sara jorgeshock 3 smithswitch order follow instruct next messag,,,,1
ham,solv case man found murder ltdecimalgt ltgt afternoon 1hi wife call polic 2polic question everyon 3wife siri sleep murder took place 4cook cook 5garden pick veget 6housemaid went 2 post offic 7children went 2 play 8neighbour went 2 marriag polic arrest murder immedi who repli reason u r brilliant,,,,0
ham,im da bu go home,,,,0
ham,got call landlin number ask come anna nagar go afternoon,,,,0
ham,im okay chase dream what good next,,,,0
ham,yupz ive oredi book slot 4 weekend liao,,,,0
spam,urgent tri contact u today draw show å£800 prize guarante call 09050003091 land line claim c52 valid 12hr,,,,1
ham,r mani modelsoni ericson also der ltgt luk good bt forgot modl,,,,0
ham,oki,,,,0
ham,ye know cheesi song frosti snowman,,,,0
ham,ya ok vikki vl c witin ltgt min il repli u,,,,0
spam,sport fan get latest sport news str 2 ur mobil 1 wk free plu free tone txt sport 8007 wwwgetzedcouk 0870141701216 norm 4txt120p,,,,1
ham,hey tmr meet bugi 930,,,,0
spam,urgent urgent 800 free flight europ give away call b4 10th sept take friend 4 free call claim 09050000555 ba128nnfwfly150ppm,,,,1
ham,nice new shirt thing wear nudist theme mu,,,,0
ham,hey sexi bun day word morn ym think,,,,0
ham,whenev see still hook,,,,0
ham,nope im go home go pump petrol lor like go 2 rain soon,,,,0
ham,use foreign stamp whatev send,,,,0
spam,88066 lost å£12 help,,,,1
ham,oh babi hous come dont new pictur facebook,,,,0
ham,feb ltgt love u day send di ur valu frnd evn 3 come back ull gt marri person u luv u ignor di u lose ur luv 4 evr,,,,0
ham,hiya sorri didnt hav signal havent seen heard neither unusu ill put case get sort hug snog,,,,0
ham,omw back tampa west palm hear happen,,,,0
ham,yup alreadi thanx 4 print n hand,,,,0
spam,freemsg fanci flirt repli date join uk fastest grow mobil date servic msg rcvd 25p optout txt stop 83021 repli date,,,,1
ham,mean come chase state watch mani movi want,,,,0
ham,took tablet reaction morn,,,,0
spam,great new offer doubl min doubl txt best orang tariff get latest camera phone 4 free call mobileupd8 free 08000839402 2stoptxt tc,,,,1
ham,nah im perpetu dd,,,,0
ham,sorri de went shop,,,,0
spam,hope enjoy new content text stop 61610 unsubscrib help08712400602450p provid tones2youcouk,,,,1
ham,wen ur lovabl bcum angri wid u dnt take serious coz angri childish n true way show deep affect care n luv kettoda manda nice day da,,,,0
ham,hey still want go yogasana coz end cine go bath hav steam bath,,,,0
ham,nope im drivin neva develop da photo lei,,,,0
ham,think go reg pract lesson flung advanc haha wat time u go,,,,0
ham,cool ltgt inch long hope like big,,,,0
ham,housemaid murder coz man murder ltgt th januari public holiday govtinstituit closedinclud post officeunderstand,,,,0
ham,oki thanx,,,,0
spam,18 day euro2004 kickoff u kept inform latest news result daili unsubscrib send get euro stop 83222,,,,1
ham,go n buy juz buy get lar,,,,0
ham,ok lor,,,,0
ham,im work technic support voic process,,,,0
ham,justbeen overa week sinc broke alreadi brain go mush,,,,0
ham,tund wish great day abiola,,,,0
ham,nope c ì,,,,0
ham,well medic mission nigeria,,,,0
ham,movi laptop,,,,0
ham,whatsup dont u want sleep,,,,0
spam,urgent pleas call 09066612661 landlin å£5000 cash luxuri 4 canari island holiday await collect tc sae award 20m12aq 150ppm 16 ‰ûï,,,,1
spam,urgent pleas call 09066612661 landlin complimentari 4 lux costa del sol holiday å£1000 cash await collect ppm 150 sae tc jame 28 eh74rr,,,,1
ham,havent lei next mon,,,,0
ham,mm feel sleepi today shall get dear,,,,0
ham,dare stupid wont tell anyth hear wont talk,,,,0
ham,ì noe ben go,,,,0
ham,mag meet avo point,,,,0
ham,meant middl left right,,,,0
ham,realli crash cuddl sofa,,,,0
ham,hi chachi tri call u unabl reach u pl give miss cal u c tiz msg kanagu,,,,0
ham,sent price mean ltgt g,,,,0
ham,much buzi,,,,0
ham,noth,,,,0
spam,dont know u u dont know send chat 86688 let find 150pmsg rcvd hgsuite3422landsroww1j6hl ldn 18 year,,,,1
ham,work ring u thing whole hous scream brat pull hair love u,,,,0
ham,famili respond anyth room went home diwali one call come make feel like die,,,,0
ham,tick tick tick babe,,,,0
ham,r ì go 4 today meet,,,,0
ham,k dahow mani page want,,,,0
ham,ya nowonion roast,,,,0
ham,send number give repli tomorrow morn said like ok,,,,0
ham,said problem let know,,,,0
ham,ok tell half hr b4 u come need 2 prepar,,,,0
ham,play w comput aiyah tok 2 u lor,,,,0
ham,sat right okay thank,,,,0
ham,derp wors dude alway want parti dude file complaint three drug abus live,,,,0
ham,ok chines food way get fat your pay lipo,,,,0
ham,r outsid alreadi,,,,0
ham,good trip watch rememb get back must decid easter,,,,0
ham,yo watch movi netflix,,,,0
ham,time i‰û÷m prob 3,,,,0
ham,meh thgt clash realli ah dun mind dun seen lost weight gee,,,,0
ham,dont thnk wrong call us,,,,0
ham,sure night menu know noon menu,,,,0
ham,arr birthday today wish get oscar,,,,0
ham,say slowli godi love amp need youclean heart bloodsend ten special peopl amp u c miracl tomorrow itplspl,,,,0
ham,open rebtel firefox load put plu sign user name place show two number lower number number pick number pin display okay,,,,0
ham,pick variou point,,,,0
spam,marri local women look discreet action 5 real match instantli phone text match 69969 msg cost 150p 2 stop txt stop bcmsfwc1n3xx,,,,1
ham,wow v v impress fun shop,,,,0
ham,way ur home,,,,0
spam,burger king wan na play footi top stadium get 2 burger king 1st sept go larg super cocacola walk winner,,,,1
ham,problem talk later,,,,0
ham,ur si,,,,0
ham,still custom place,,,,0
spam,come take littl time child afraid dark becom teenag want stay night,,,,1
ham,dude u knw also telugutht gudk gud nyt,,,,0
ham,confirm eat esplanad,,,,0
ham,send id password,,,,0
ham,kind took garag centr part exhaust need replac part order n take fix tomo morn,,,,0
spam,ur chanc win å£250 cash everi wk txt action 80608 tsc wwwmovietriviatv custcar 08712405022 1x150pwk,,,,1
ham,well might come,,,,0
ham,long quit get like 5 minut day,,,,0
ham,like call mittelschmertz googl dont paracetamol dont worri go,,,,0
ham,well right im gon na get check today steam salespe text want come get,,,,0
ham,arriv see coupl day lt3,,,,0
ham,k wat tht incid,,,,0
ham,yeah get unlimit,,,,0
ham,cthen thk shd b enuff still got conclus n content pg n refer ill b da content pg n cover pg,,,,0
ham,forgot take 3 year shower sorri atyour phone dead yet,,,,0
ham,ìï got wat buy tell us ì need come,,,,0
ham,big god bring success,,,,0
spam,u‰ûªv bin award å£50 play 4 instant cash call 08715203028 claim everi 9th player win min å£50å£500 optout 08718727870,,,,1
ham,‰û r stayin extra week back next wed rugbi weekend hi c u soon ham,Well there's still a bit left if you guys want to tonight,,,0
ham,campu librari,,,,0
ham,affidavit say ltgt e twigg st divis g courtroom ltgt lttimegt ill doubl check text tomorrow,,,,0
ham,creep,,,,0
ham,tell friend plan valentin day lturlgt,,,,0
ham,get ten billion call text help god,,,,0
ham,puriti friendship two smile read forward messageit smile see name gud evng musthu,,,,0
ham,ive told ive return order,,,,0
ham,housemaid murder coz man murder ltgt th januari public holiday govtinstituit closedinclud post offic,,,,0
ham,depend u go lor,,,,0
ham,smile right go world wonder smile think crazi keep away grin,,,,0
spam,freemsgfav xma tonesrepli real,,,,1
ham,lil fever fine,,,,0
ham,think still car,,,,0
ham,,,,,0
spam,decemb mobil 11mth entitl updat latest colour camera mobil free call mobil updat co free 08002986906,,,,1
ham,ye princess want catch big strong hand,,,,0
ham,oh yeah forgot u take 2 shop,,,,0
ham,mm ask call radio,,,,0
ham,thinkin someon good drug,,,,0
ham,say slowli godi love amp need youclean heart bloodsend ten special peopl amp u c miracl tomorrow itplspl,,,,0
ham,enjoy shower possess pour u ur love one bcoz world lie golden gift love truli,,,,0
ham,alright your sure let know your leav,,,,0
ham,last much 2 hour might get lucki,,,,0
ham,geniu what brother pl send number skype,,,,0
spam,gr8 poli tone 4 mob direct 2u rpli poli titl 8007 eg poli breathe1 titl crazyin sleepingwith finest ymca getzedcouk pobox365o4w45wq 300p,,,,1
ham,thk em find wtc far weiyi goin e rest dunno yet r ur goin 4 dinner den might b abl join,,,,0
ham,dont forget own who privat properti good boy alway passion kiss,,,,0
spam,interflora åòit late order interflora flower christma call 0800 505060 place order midnight tomorrow,,,,1
ham,oh godtaken teethi pain,,,,0
spam,romcapspam everyon around respond well presenc sinc warm outgo bring real breath sunshin,,,,1
ham,u ask darren go n pick u lor oso sian tmr haf 2 meet lect,,,,0
ham,need buy lunch eat maggi mee,,,,0
spam,congratul thank good friend u å£2000 xma prize 2 claim easi call 08712103738 10p per minut btnationalr,,,,1
ham,ok lor,,,,0
ham,oh right ok ill make sure load work day got realli nasti cough today dri n shot realli help,,,,0
ham,wifehow knew time murder exactli,,,,0
spam,send logo 2 ur lover 2 name join heart txt love name1 name2 mobno eg love adam eve 07123456789 87077 yahoo pobox36504w45wq txtno 4 ad 150p,,,,1
ham,howz person stori,,,,0
ham,thanx 4 send home,,,,0
ham,normal hot mail com see,,,,0
spam,youv tkt euro2004 cup final å£800 cash collect call 09058099801 b4190604 pobox 7876150ppm,,,,1
ham,u sick still go shop,,,,0
ham,ya well fine bbdpooja full pimpleseven becom quit blackand ur rite cold wear sweatter,,,,0
ham,nicenicehow work,,,,0
ham,1s reach home call,,,,0
ham,tri find chines food place around,,,,0
ham,easi mate guess quick drink bit ambiti,,,,0
ham,babe miiiiiiissssssssss need crave geeee im sad without babe love,,,,0
ham,ok thanx,,,,0
ham,aathiwher dear,,,,0
ham,tunji how queen wish great day abiola,,,,0
ham,today iz yellow rose day u love frndship give 1 misscal amp send ur frndz amp see mani miss call u get u get 6miss u marri ur lover,,,,0
ham,class hour sorri,,,,0
ham,wat time u finish ur lect today,,,,0
spam,freemessag jamsterget crazi frog sound poli text mad1 real text mad2 88888 6 crazi sound 3 gbpweek 16onli tc appli,,,,1
ham,sad stori man last week bday wife didnt wish parent forgot n kid went work even colleagu wish enter cabin pa said happi bday boss felt special askd 4 lunch lunch invit apart went said u mind go bedroom minut ok sed sexi mood came 5 minut latr wid caken wife parent kidz friend n colleagu scream surpris wait sofa nake,,,,0
spam,chanc realiti fantasi show call 08707509020 20p per min ntt ltd po box 1327 croydon cr9 5wb 0870 nation rate call,,,,1
ham,she fine good hear dear happi new year oh,,,,0
ham,go wipro interview today,,,,0
ham,tall princess,,,,0
ham,doubt could handl 5 time per night case,,,,0
ham,haha hope ì hear receipt sound gd luck,,,,0
ham,gon na death im gon na leav note say rob fault aveng,,,,0
ham,japanes proverb one u none itu must indian version one let none itleav final kerala version one stop none make strike,,,,0
ham,today im workin free oso gee thgt u workin ur fren shop,,,,0
ham,life face choic toss coin becoz settl question coin air u know heart hope gudni8,,,,0
ham,know god creat gap finger one made come amp fill gap hold hand love,,,,0
ham,want kiss feel next,,,,0
ham,happi say,,,,0
spam,adult 18 content video shortli,,,,1
ham,ok would b love u r sure think wot u want drinkin dancin eatin cinema u wot,,,,0
ham,im say havent explicitli told nora know someon im probabl gon na bother,,,,0
ham,say hi get ass back south tampa prefer kegger,,,,0
ham,smith wast dai wan na gayl,,,,0
ham,mum ive sent mani mani messag sinc got want know actual get enjoy rest day,,,,0
ham,aight tomorrow around ltgt,,,,0
ham,housemaid murder coz man murder ltgt th januari public holiday govtinstituit closedinclud post officeunderstand,,,,0
spam,chanc realiti fantasi show call 08707509020 20p per min ntt ltd po box 1327 croydon cr9 5wb 0870 nation rate call,,,,1
ham,actual first time went bed long spoke woke 7 night,,,,0
ham,see,,,,0
ham,dont understand messag,,,,0
ham,crucifi c told earlier,,,,0
ham,idk keep say your sinc move keep but head freedom vs respons im tire much shit deal im bare keep togeth get ad,,,,0
ham,fuck cedar key fuck come anyway tho,,,,0
ham,twenti past five said train durham alreadi coz reserv seat,,,,0
spam,hey boy want hot xxx pic sent direct 2 ur phone txt porn 69855 24hr free 50p per day stop text stopbcm sf wc1n3xx,,,,1
ham,u still paint ur wall,,,,0
spam,last chanc claim ur å£150 worth discount voucher today text shop 85023 savamob offer mobil cs savamob pobox84 m263uz å£300 sub 16,,,,1
ham,printer cool mean groovi wine groovi,,,,0
ham,hi harish rent transfr ur acnt,,,,0
ham,anyth lor come,,,,0
ham,cbe realli good nowadayslot shop showroomsc shape good,,,,0
ham,ìï still attend da talk,,,,0
ham,prob hon u doinat mo,,,,0
ham,k ill take care,,,,0
ham,take didnt phone callon friday assum wont year,,,,0
ham,batteri low babe,,,,0
ham,shuhui bought ron present swatch watch,,,,0
ham,yeah there quit bit left ill swing tomorrow get,,,,0
ham,babe said 2 hour almost 4 internet,,,,0
ham,k ill sure get noon see what,,,,0
ham,kkyesterday cbe,,,,0
ham,went ganesh dress shop,,,,0
spam,pdatenow doubl min 1000 txt orang tariff latest motorola sonyericsson nokia bluetooth free call mobileupd8 08000839402 call2optoutyhl,,,,1
ham,ìï collect ur laptop go configur da set izzit,,,,0
ham,r home come within 5 min,,,,0
ham,aight 8 latest probabl closer 7 jay tyler two trip,,,,0
ham,come aftr ltdecimalgt clean hous,,,,0
spam,ur cashbal current 500 pound maxim ur cashin send cash 86688 150pmsg cc 08718720201 po box 11414 tcrw1,,,,1
ham,bill letter i‰ûªm expect one orang isn‰ûªt bill may still say orang,,,,0
ham,tell pa pain de,,,,0
ham,hi darlin hope nice night wish come cant wait see love fran ps want dirti anal sex want 10 man gang bang,,,,0
ham,ha don‰û÷t know either clever simpl thing pear day perfect christma,,,,0
ham,helloooo wake sweet morn welcom enjoy day full joy gud mrng,,,,0
ham,alrit,,,,0
ham,must sit around wait summer day celebr magic sight world dress white oooooh let snow,,,,0
spam,urgent mobil number award å£2000 prize guarante call 09058094454 land line claim 3030 valid 12hr,,,,1
ham,guy go see movi side,,,,0
ham,sorryin meet ill call later,,,,0
ham,didnt tell thatnow im think plu he go stop run,,,,0
ham,kindli send one flat ltdecimalgt today,,,,0
spam,sorri u unsubscrib yet mob offer packag min term 54 week pl resubmit request expiri repli themob help 4 info,,,,1
ham,noth lor bit bore dun u go home earli 2 sleep today,,,,0
ham,time tell friend around,,,,0
ham,ye fine love safe,,,,0
ham,thank chikku gud nyt,,,,0
ham,xy ur car u pick,,,,0
ham,thanx 4 time weåõv spent 2geva bin mint ur babi want uxxxx,,,,0
ham,yo way could pick someth tonight,,,,0
ham,ive sent send,,,,0
ham,fine simpli sit,,,,0
ham,tht god gift bird human hav natur gift frm god,,,,0
ham,come day class,,,,0
ham,im done studyn librari,,,,0
ham,ok u enjoy ur show,,,,0
ham,anyth,,,,0
ham,wuld without babi thought alon mite break donåõt wan na go crazi everyboy need ladi xxxxxxxx,,,,0
ham,wat dear sleep ah,,,,0
ham,hi test ltgt rd,,,,0
ham,2 student solv cat question xam 532 ltgt 924 ltgt 863 ltgt 725 tell answer u r brilliant1thingi got answr,,,,0
ham,yo know anyon ltgt otherwis abl buy liquor guy flake right dont get hold somebodi 4 loko night,,,,0
ham,yup n fren lor im meet fren 730,,,,0
ham,yeah got one line us,,,,0
ham,stop wonder wow ever go stop tming tm whenev want mine laugh,,,,0
ham,lol yep yesterday alreadi got fireplac anoth icon sit,,,,0
ham,hey ive book pilat yoga lesson alreadi haha,,,,0
ham,ok happen behav like,,,,0
spam,1 new messag pleas call 08712400200,,,,1
ham,supervisor find 4 one lor thk student havent ask yet tell u aft ask,,,,0
ham,hello news job make wait fifth week yeah im woozl weasel exet still home 3,,,,0
ham,messageno responcewhat happend,,,,0
spam,current messag await collect collect messag call 08718723815,,,,1
ham,hey babe sorri didnt get sooner gari come fix caus think know doesnt go far ptbo say cost ltgt buck dont know might cheaper find someon dont second hand machin right let know want babe,,,,0
ham,make 3 4 fuck sake x,,,,0
ham,leav u alway ignor,,,,0
ham,nope ill b go 2 sch fri quit earli lor co my si got paper da morn,,,,0
ham,bruce b down amp fletcher,,,,0
ham,said would woke,,,,0
ham,hey free call,,,,0
ham,tell who pl,,,,0
spam,urgent mobil award å£1500 bonu caller prize 27603 final attempt 2 contact u call 08714714011,,,,1
ham,think might give miss teach til twelv lectur two damn work thing,,,,0
ham,id check there like 1 bowl worth left,,,,0
ham,ye mani sweet,,,,0
ham,would im still cozi exhaust last nightnobodi went school work everyth close,,,,0
spam,u secret admir reveal think u r special call 09065174042 opt repli reveal stop 150 per msg recd cust care 07821230901,,,,1
ham,buzzzz grin buzz ass buzz chest buzz cock keep phone vibrat feel shake,,,,0
ham,sir send group mail check,,,,0
ham,im da intro cover energi trend n pro n con brief descript nuclear fusion n oso brief histori iter n jet got abt 7 n half page,,,,0
ham,nonenowher ikno doesdiscountshitinnit,,,,0
ham,dont know jabo abi,,,,0
spam,ever notic your drive anyon go slower idiot everyon drive faster maniac,,,,1
ham,yet hadya sapna aunti maneg yday hogidhechinnu full weak swalpa black agidhan,,,,0
ham,good babi,,,,0
ham,neft transact refer number ltgt rs ltdecimalgt credit beneficiari account ltgt lttimegt ltgt,,,,0
ham,mostli sport typelyk footblcrckt,,,,0
ham,head dey swell oh thank make day,,,,0
ham,u make fb list,,,,0
ham,height confid aeronaut professor wer calld amp wer askd 2 sit aeroplan aftr sat wer told dat plane ws made student dey hurri plane bt 1 didnt move saidif made student,"this wont even start........ Datz confidence..""",,,0
ham,sari need tim bollox hurt lot tol,,,,0
ham,happi new year princess,,,,0
ham,ill text carlo let know hang,,,,0
ham,dont worri easi ingredi,,,,0
ham,love u 2 littl poci bell sorri love u,,,,0
ham,ok omw castor,,,,0
ham,yar lor keep rain non stop u wan 2 go elsewher,,,,0
spam,xma offer latest motorola sonyericsson nokia free bluetooth dvd doubl min 1000 txt orang call mobileupd8 08000839402 call2optout4qf2,,,,1
ham,u mean u almost done done wif sleep tot u go take nap yup send liao im pick ard 4 smth lor,,,,0
ham,7 wonder world 7th 6th ur style 5th ur smile 4th ur person 3rd ur natur 2nd ur sm 1st ur love friendship good morn dear,,,,0
ham,tonight yeah id,,,,0
ham,eat fo lunch senor,,,,0
ham,said right giggl saw u would possibl first person2di nvq think much could,,,,0
ham,break time one come n get stuff fr ì,,,,0
spam,repli win å£100 weekli profession sport tiger wood play send stop 87239 end servic,,,,1
ham,im see cant see mayb reboot ym seen buzz,,,,0
ham,still grinder,,,,0
spam,1 polyphon tone 4 ur mob everi week txt pt2 87575 1st tone free get txtin tell ur friend 150ptone 16 repli hl 4info,,,,1
ham,love isnt decis feel could decid love life would much simpler less magic,,,,0
spam,hot live fantasi call 08707509020 20p per min ntt ltd po box 1327 croydon cr9 5wb 0870 nation rate call,,,,1
ham,ki didt see youkwher,,,,0
ham,im list buyer,,,,0
ham,idea guess well work hour suppos leav sinc usual nobodi interest figur shit last second,,,,0
ham,mm entir sure understood text hey ho weekend,,,,0
ham,releas vday shirt u put make bottom half nake instead white underwear,,,,0
ham,knowh watch film comput,,,,0
ham,b4 thursday,,,,0
ham,oh phone phone disconnect,,,,0
ham,id onluy matter get offcampu,,,,0
spam,messag free welcom new improv sex dog club unsubscrib servic repli stop msgs150p 18onli,,,,1
ham,excel ill see riley plan,,,,0
ham,see half hour,,,,0
spam,youv tkt euro2004 cup final å£800 cash collect call 09058099801 b4190604 pobox 7876150ppm,,,,1
ham,ew one,,,,0
ham,also hi wesley howv,,,,0
ham,ah see lingo let know wot earth finish make,,,,0
spam,loan purpos å£500 å£75000 homeown tenant welcom previous refus still help call free 0800 1956669 text back help,,,,1
spam,updatenow 12mth half price orang line rental 400minscal mobileupd8 08000839402 call2optoutj5q,,,,1
ham,imagin life without see fast u search medont worri lm alway disturb u goodnoon,,,,0
ham,hm good morn headach anyon,,,,0
ham,yeah prob last night obvious catch speak soon,,,,0
spam,free unlimit hardcor porn direct 2 mobil txt porn 69200 get free access 24 hr chrgd50p per day txt stop 2exit msg free,,,,1
ham,might go 2 sch yar e salon v bore,,,,0
ham,ltgt min stop somewher first,,,,0
ham,ltgt fast approach wish u happi new year happi sankranti happi republ day happi valentin day happi shivratri happi ugadi happi fool day happi may day happi independ day happi friendshipmotherfatherteacherschildren day amp happi birthday 4 u happi ganesh festiv happi dasara happi diwali happi christma ltgt good morn afternoon even night rememberi first wish u theseyour raj,,,,0
ham,one joy lifei wake daywith thought somewheresomeon care enough tosend warm morn greet,,,,0
ham,didnt get second half messag,,,,0
ham,wat time u wan 2 meet later,,,,0
ham,thank much selfless love plenti,,,,0
ham,film ill call later,,,,0
ham,dare chang ring,,,,0
ham,bad girl ladi,,,,0
ham,love ya tri budget money better babe gari would freak knew,,,,0
ham,part dont initi dont understand,,,,0
ham,finish lunch alreadi u wake alreadi,,,,0
ham,still game,,,,0
ham,got tallent wast,,,,0
ham,record one night,,,,0
ham,also sir sent email log usc payment portal ill send anoth messag explain thing back home great weekend,,,,0
ham,gon na let know co come bak holiday day come dont4get2text number,,,,0
ham,jokin lar depend phone father get lor,,,,0
ham,aight lem know what,,,,0
ham,get readi ltgt inch pleasur,,,,0
ham,rajipl favour pl convey birthday wish nimya pl today birthday,,,,0
ham,ok feel like john lennon,,,,0
ham,co darren say ì consid mah ask ì,,,,0
ham,bother trust answer pl,,,,0
ham,wish famili merri x ma happi new year advanc,,,,0
ham,one day crab run sea shoreth wave came n clear footprint crab crab ask frnd r u clear beauti footprint wave repli fox follow ur footprint catch that clear frndsship never let u dwn gud nyt,,,,0
ham,aight time want come,,,,0
ham,slaaaaav must summon time dont wish come anymor,,,,0
ham,bill 3 å£3365 that bad,,,,0
ham,let know chang next 6hr even appendix age rang howev imposs chill let know 6hr,,,,0
ham,hello yeah ive got bath need hair ill come im done yeah,,,,0
ham,how weather,,,,0
ham,ok much though hm friday cant wait dunno wot hell im gon na anoth 3 week becom slob oh wait alreadi done,,,,0
ham,die e toot fring,,,,0
ham,lol dont know awesom phone could click delet right want,,,,0
ham,ok,,,,0
ham,awesom question cute answer someon ask boy ur life smile amp answer fine gudnit,,,,0
ham,pleas leav topicsorri tell,,,,0
ham,pl send correct name da,,,,0
ham,happen yo date,,,,0
spam,eastend tv quiz flower dot compar violet e tulip f lili txt e f 84025 4 chanc 2 win å£100 cash wkent150p16,,,,1
ham,webpag avail,,,,0
ham,woke yeesh late didnt fall asleep til ltgt,,,,0
spam,unsubscrib servic get ton sexi babe hunk straight phone go httpgotbabescouk subscript,,,,1
ham,dear know ltgt th ltgt th birthday love gopalettan plan give small gift day like particip welcom pleas contact admin team detail,,,,0
ham,kkfrom tomorrow onward start ah,,,,0
ham,u talk bout earli morn almost noon,,,,0
ham,fine rememb,,,,0
spam,hi babe jordan r u im home abroad lone text back u wan na chat xxsp visionsmscom text stop stopcost 150p 08712400603,,,,1
ham,ok mani buy,,,,0
ham,sound good keep post,,,,0
spam,get brand new mobil phone agent mob plu load goodi info text mat 87021,,,,1
ham,ok april cant wait,,,,0
ham,boy best get yo ass quick,,,,0
ham,ay wana meet satì wkg sat,,,,0
ham,im wait till 2 bu pick,,,,0
ham,apart one told yesterday,,,,0
ham,ok lor buy wat,,,,0
ham,somebodi go andro steal ice,,,,0
ham,know didt msg recent,,,,0
ham,take us shop mark distract isaiahd,,,,0
ham,mum hope great day hope text meet well full life great day abiola,,,,0
ham,sens foot peni,,,,0
ham,okay thought expert,,,,0
ham,deep sigh miss realli surpris havent gone net cafe yet get dont miss,,,,0
ham,ssi thinl role like sachinjust stand other hit,,,,0
ham,great trip india bring light everyon project everyon lucki see smile bye abiola,,,,0
ham,importantli discuss u,,,,0
ham,kkhow train process,,,,0
ham,ok lor ned 2 go toa payoh 4 2 return smth u wan 2 send wat,,,,0
ham,da car park,,,,0
ham,wish hold tightli make see import much mean much need life,,,,0
ham,ask how anthoni dad bf,,,,0
ham,wnevr wana fal luv vth book bed fal luv vth yen madodu nav pretsorginta nammanna pretsovru import alwa gud eveb,,,,0
ham,todaysundaysunday holidayso work,,,,0
ham,go take bath ill place key window,,,,0
spam,lord ringsreturn king store nowrepli lotr 2 june 4 chanc 2 win lotr soundtrack cd stdtxtrate repli stop end txt,,,,1
